area_id,total_poi_count,active_poi_count,competitor_count,complementary_count,commercial_other_count,unique_category_count,mean_data_quality_score,competitor_density_proxy,complementarity_ratio,commercial_activity_proxy,saturation_proxy,recent_refresh_share,station_entrance_count,pt_facility_count,bus_shelter_count,transit_access_raw,transit_access_score,sa2_code_2021,sa2_name_2021,market_fit_score,seifa_irsad_decile,sa2_population,sal_name_2021,sal_code_2021,rent_stress_share,rent_affordability_score,commercial_activity_log,diversity_log,competition_log,saturation_log,n_complementarity,n_activity,n_diversity,n_competition,n_saturation,n_quality,n_transit,n_market_fit,n_rent_affordability,score_complementarity,score_activity,score_diversity,score_competition,score_saturation,score_quality,score_transit_access,score_market_fit,score_rent_affordability,opportunity_score,reasons_top3
88be635633fffff,3678,3678,21,1282,641,3808,1.0,0.0057080728458820335,0.34846425659146507,3678,0.0037190134850718223,,0,1,0,0.6931471805599453,0.07834324766625216,206041505,Melbourne CBD - West,0.667255669391044,8,15648,Melbourne,21640,0.39281632653061227,0.6071836734693877,8.210396255104774,8.245121966478605,0.005691843527541452,0.0037121150527058655,0.39824486467596004,0.8752891412649441,0.8816086430916826,0.014037813399280365,0.009155202207228146,0.0,1.0,0.7256719706548818,0.7359349748504195,0.35842037820836403,0.8752891412649441,0.5289651858550095,-0.012634032059352329,-0.005493121324336887,0.0,0.6,0.435403182392929,0.2943739899401678,3.074324724277725,High commercial activity; Strong transit access; High category diversity
88be635631fffff,10736,10736,46,4115,1360,11525,1.0,0.004284250721803111,0.38325416783086524,10736,0.002642293776639676,,0,0,0,,0.0,206041505,Melbourne CBD - West,0.667255669391044,8,15648,Melbourne,21640,0.39281632653061227,0.6071836734693877,9.281450999434135,9.352360631996612,0.0042750994479368596,0.0026388090555268533,0.43800476323527454,1.0,1.0,0.010543692570450248,0.00650810391019616,0.0,0.0,0.7256719706548818,0.7359349748504195,0.3942042869117471,1.0,0.6,-0.009489323313405223,-0.003904862346117696,0.0,0.0,0.435403182392929,0.2943739899401678,2.710587273585321,High commercial activity; High category diversity; Strong market fit
88be63cc23fffff,738,738,2,501,22,856,1.0,0.0027063599458728013,0.6779431664411367,738,0.000871601714638331,,0,0,0,,0.0,208041195,Malvern East,0.8602451939679981,10,21923,Malvern East,21587,0.30708661417322836,0.6929133858267716,6.6052979209482015,6.75343791859778,0.0027027043478851133,0.0008712220904352404,0.7747921902184419,0.688395620960142,0.7221105113817671,0.006665689090968891,0.002148698058139266,0.0,0.0,0.9355571691475644,0.8398433908115511,0.6973129711965977,0.688395620960142,0.43326630682906025,-0.005999120181872002,-0.0012892188348835596,0.0,0.0,0.5613343014885386,0.33593735632462046,2.7089582177822034,Strong complements; High commercial activity; Strong market fit
88be6354c7fffff,690,690,0,499,8,783,1.0,0.0,0.7221418234442837,690,0.0,,0,0,0,,0.0,213031349,Maribyrnong,0.7531368711868308,8,12573,Maribyrnong,21604,0.28668407310704963,0.7133159268929503,6.53813982376767,6.664409020350408,0.0,0.0,0.8253049410791813,0.6805759049141236,0.7125911074846607,0.0,0.0,0.0,0.0,0.8190718229277514,0.864572223621941,0.7427744469712632,0.6805759049141236,0.42755466449079643,-0.0,-0.0,0.0,0.0,0.4914430937566508,0.34582888944877643,2.6881769995816103,Strong complements; High commercial activity; Strong market fit
88be63cc3dfffff,582,582,2,403,19,668,1.0,0.003430531732418525,0.6912521440823327,582,0.0010591693170417403,,0,0,0,,0.0,208041195,Malvern East,0.8602451939679981,10,21923,Malvern East,21587,0.30708661417322836,0.6929133858267716,6.368187186350492,6.505784060128229,0.0034246608813641153,0.0010586087929790036,0.7900024503798088,0.6607870570809019,0.6956301532973846,0.00844625298917344,0.0026108505314262516,0.0,0.0,0.9355571691475644,0.8398433908115511,0.7110022053418279,0.6607870570809019,0.4173780919784308,-0.007601627690256097,-0.001566510318855751,0.0,0.0,0.5613343014885386,0.33593735632462046,2.677270874205208,Strong complements; High commercial activity; Strong market fit
88be635629fffff,1237,1237,3,594,64,1294,1.0,0.0024232633279483036,0.4798061389337641,1237,0.0012605667069456442,,0,0,0,,0.0,206071517,Richmond (South) - Cremorne,0.8752906642108897,10,17671,Richmond (Vic.),22170,0.17494929006085191,0.8250507099391481,7.121252453244542,7.166265974133638,0.0024203319600657977,0.001259772859795806,0.548349873067159,0.7484720392119563,0.7662520999902598,0.005969273093210613,0.003106982165922256,0.0,0.0,0.9519198267336029,1.0,0.4935148857604431,0.7484720392119563,0.45975125999415584,-0.005372345783889551,-0.0018641892995533535,0.0,0.0,0.5711518960401617,0.4,2.665653545923274,High commercial activity; Strong market fit; Strong complements
88be6355d3fffff,281,281,0,221,3,315,1.0,0.0,0.7836879432624113,281,0.0,,0,0,0,,0.0,210011231,Strathmore,0.8365949119373777,9,10031,Strathmore (Vic.),22380,0.27147766323024053,0.7285223367697595,5.641907070938114,5.755742213586912,0.0,0.0,0.89564336372847,0.5762208690734096,0.615432021932,0.0,0.0,0.0,0.0,0.9098363734241396,0.8830031027104891,0.806079027355623,0.5762208690734096,0.36925921315919996,-0.0,-0.0,0.0,0.0,0.5459018240544837,0.35320124108419565,2.6506621747269117,Strong complements; High commercial activity; Strong market fit
88be635643fffff,1908,1908,9,842,146,2034,1.0,0.004714510214772132,0.4410686223153483,1908,0.0026350876894509507,,0,0,0,,0.0,206061136,Prahran - Windsor,0.8092782318406814,10,19119,Windsor (Vic.),22805,0.24544600938967137,0.7545539906103287,7.554334823725748,7.618251097876695,0.004703431717635916,0.0026316219329318856,0.5040784255032552,0.7988990361620918,0.8145805532576317,0.011600089930256588,0.0064903782848556675,0.0,0.0,0.8801281971030458,0.9145546831490892,0.4536705829529297,0.7988990361620918,0.488748331954579,-0.01044008093723093,-0.0038942269709134002,0.0,0.0,0.5280769182618275,0.36582187325963567,2.620882434682919,High commercial activity; Strong market fit; High category diversity
88be6352a9fffff,932,932,2,611,25,1029,1.0,0.0021436227224008574,0.654876741693462,932,0.0007398140585349153,,0,0,0,,0.0,207021157,Doncaster,0.7461781973063197,8,24814,Doncaster,20771,0.3800332778702163,0.6199667221297838,6.838405200847344,6.937314081223682,0.0021413284413431734,0.0007395405310123362,0.748430561935385,0.7155380328746869,0.7417714472525266,0.005281165748969797,0.0018239313722034297,0.0,0.0,0.8115039373036043,0.7514286269452572,0.6735875057418466,0.7155380328746869,0.445062868351516,-0.0047530491740728174,-0.0010943588233220578,0.0,0.0,0.48690236238216256,0.30057145077810293,2.61581481213092,High commercial activity; Strong complements; Strong market fit
88be635647fffff,1512,1512,6,772,54,1661,1.0,0.0039656311962987445,0.5102445472571051,1512,0.0019421895019546395,,0,0,0,,0.0,206061516,South Yarra - South,0.7569471624266144,9,9939,South Yarra,22314,0.2556189198255619,0.7443810801744382,7.321849713788356,7.415776975415394,0.003957788807416937,0.0019403058904166014,0.5831366254366915,0.7718290681171248,0.792931032839376,0.009761108239087081,0.004785383135603849,0.0,0.0,0.8232156941297244,0.9022246405064487,0.5248229628930224,0.7718290681171248,0.4757586197036256,-0.008784997415178374,-0.0028712298813623094,0.0,0.0,0.4939294164778346,0.3608898562025795,2.6155736960976466,High commercial activity; Strong complements; Strong market fit
88be63560dfffff,1883,1883,11,775,176,1964,1.0,0.00583864118895966,0.4113588110403397,1883,0.003436864691378059,,0,0,0,,0.0,206061515,South Yarra - North,0.8201795786807873,10,11192,South Yarra,22314,0.2586333578251286,0.7413666421748715,7.5411524551363085,7.583247524303362,0.005821662380218354,0.003430972169265688,0.47012435547467396,0.7973641150801817,0.810837800497053,0.014357986085119146,0.008461818540377143,0.0,0.0,0.8919839252851258,0.8985710008413316,0.4231119199272066,0.7973641150801817,0.4865026802982318,-0.012922187476607231,-0.005077091124226286,0.0,0.0,0.5351903551710755,0.35942840033653267,2.5835981922123943,High commercial activity; Strong market fit; High category diversity
88be63cdb7fffff,1316,1316,4,598,225,1442,1.0,0.0030372057706909645,0.4540622627182992,1316,0.0016581252461099494,,0,0,0,,0.0,207011519,Hawthorn - North,0.8477667779440542,10,9890,Hawthorn (Vic.),21152,0.2799305957200694,0.7200694042799306,7.183111701743281,7.274479558773871,0.0030326027790442776,0.0016567520741618811,0.5189283002494848,0.7556747709507652,0.7778228240992093,0.00747931873396929,0.004086053376804782,0.0,0.0,0.9219863039423112,0.8727577536816368,0.4670354702245363,0.7556747709507652,0.4666936944595256,-0.006731386860572361,-0.002451632026082869,0.0,0.0,0.5531917823653867,0.3491031014726547,2.582515800586213,High commercial activity; Strong market fit; Strong complements
88be63cd4dfffff,820,820,1,491,22,907,1.0,0.001218026796589525,0.5980511571254568,820,0.0004895844614793462,,0,0,0,,0.0,212051322,Glen Waverley - West,0.774928053413146,8,21036,Glen Waverley,21013,0.3250109505037232,0.6749890494962768,6.710523109452428,6.811244378601294,0.0012172856037516945,0.0004894646541091748,0.6834870367148077,0.7006477711778575,0.7282914599441808,0.0030021956992337894,0.0012071683711403405,0.0,0.0,0.8427707600435669,0.8181182579020638,0.615138333043327,0.7006477711778575,0.43697487596650847,-0.0027019761293104105,-0.0007243010226842042,0.0,0.0,0.5056624560261401,0.32724730316082556,2.582244462222664,High commercial activity; Strong complements; Strong market fit
88be635545fffff,565,565,0,395,5,642,1.0,0.0,0.6978798586572438,565,0.0,,0,0,0,,0.0,209021428,Preston - East,0.6853516749165419,7,20711,Preston (Vic.),22121,0.29168900804289544,0.7083109919571046,6.338594078203183,6.466144724237619,0.0,0.0,0.7975769813225643,0.6573413117077267,0.6913917222263036,0.0,0.0,0.0,0.0,0.7453522290521677,0.8585060086904794,0.7178192831903079,0.6573413117077267,0.41483503333578214,-0.0,-0.0,0.0,0.0,0.4472113374313006,0.3434024034761918,2.580609369141309,Strong complements; High commercial activity; Strong market fit
88be63cd9bfffff,790,790,2,433,30,870,1.0,0.0025284450063211127,0.5474083438685209,790,0.0011443531128482406,,0,0,0,,0.0,206061135,Armadale,0.8381950040290087,10,9336,Armadale (Vic.),20066,0.2898550724637681,0.7101449275362319,6.673297967767654,6.769641976852503,0.0025252538671941115,0.0011436988399233991,0.6256095358497381,0.6963133714558815,0.7238431282998192,0.006228042356040311,0.0028207084088189877,0.0,0.0,0.9115765489440012,0.8607288242787027,0.5630485822647643,0.6963133714558815,0.43430587697989154,-0.00560523812043628,-0.0016924250452913926,0.0,0.0,0.5469459293664007,0.3442915297114811,2.577607626612691,High commercial activity; Strong complements; Strong market fit
88be63ceebfffff,658,658,1,426,19,724,1.0,0.0015174506828528073,0.6464339908952959,658,0.0005365189819494752,,0,0,0,,0.0,208031188,Highett (East) - Cheltenham,0.7463796477495107,8,24085,Cheltenham (Vic.),20539,0.3176077265973254,0.6823922734026746,6.490723534502507,6.586171654854675,0.0015163005179640097,0.0005363751070992377,0.738781703880338,0.6750548741884804,0.7042255868878539,0.003739657217457814,0.0013228637837713795,0.0,0.0,0.81172302414963,0.8270913110940837,0.6649035334923042,0.6750548741884804,0.4225353521327123,-0.0033656914957120327,-0.0007937182702628276,0.0,0.0,0.487033814489778,0.3308365244376335,2.5762046889749337,High commercial activity; Strong complements; Strong market fit
88be635449fffff,1658,1658,5,792,123,1826,1.0,0.0030138637733574444,0.47739602169981915,1658,0.0015750571980113948,,0,0,0,,0.0,206071142,Fitzroy,0.7072464602279267,8,10431,Fitzroy (Vic.),20924,0.24170085788884743,0.7582991421111526,7.413970290190444,7.510430556378006,0.0030093311907094114,0.0015738180963562455,0.5455954533712218,0.7825553510182536,0.8030518552378174,0.0074219239350840115,0.003881513020194093,0.0,0.0,0.7691638394030822,0.9190939817106286,0.4910359080340997,0.7825553510182536,0.48183111314269045,-0.00667973154157561,-0.0023289078121164555,0.0,0.0,0.4614983036418493,0.36763759268425145,2.575549629167452,High commercial activity; Strong complements; High category diversity
88be635635fffff,4522,4522,15,1758,452,4963,1.0,0.0033163829316825116,0.38868007959319034,4522,0.002027370949834655,,0,0,0,,0.0,206041503,Melbourne CBD - East,0.682617704616093,9,9848,Melbourne,21640,0.391025641025641,0.608974358974359,8.416930769477844,8.509967146324497,0.003310895861943882,0.002025318606789512,0.4442058052493604,0.8993374887301533,0.9099271810808823,0.008165673927879997,0.0049950502923403845,0.0,0.0,0.7423789075703894,0.7381053693284794,0.39978522472442435,0.8993374887301533,0.5459563086485294,-0.007349106535091997,-0.0029970301754042306,0.0,0.0,0.4454273445422336,0.29524214773139174,2.575402377666236,High commercial activity; High category diversity; Strong market fit
